ZaporednaStevilkaOsebeVPN,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca
2595002,JASNO,REDEK,SUHO,ASFALT
2596001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2596002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2597001,JASNO,REDEK,SUHO,ASFALT
2597002,JASNO,REDEK,SUHO,ASFALT
2597003,JASNO,REDEK,SUHO,ASFALT
2598001,OBLAČNO,REDEK,SUHO,ASFALT
2598002,OBLAČNO,REDEK,SUHO,ASFALT
2599001,JASNO,REDEK,SUHO,ASFALT
2600001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2600002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2601001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2601002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2602001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2603001,JASNO,NEZNANO,SUHO,ASFALT
2603002,JASNO,NEZNANO,SUHO,ASFALT
2604001,VETER,TEKOČ (NORMALEN),SUHO,ASFALT
2604002,VETER,TEKOČ (NORMALEN),SUHO,ASFALT
2605001,JASNO,REDEK,SUHO,ASFALT
2605002,JASNO,REDEK,SUHO,ASFALT
2606001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2606002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2607001,JASNO,NEZNANO,SUHO,ASFALT
2608001,JASNO,REDEK,SUHO,ASFALT
2608002,JASNO,REDEK,SUHO,ASFALT
2609001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2609002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2610001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2610002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2611001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2611002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2612001,NEZNANO,NEZNANO,OSTALO,OSTALO
2613001,JASNO,REDEK,SUHO,ASFALT
2614001,JASNO,REDEK,SUHO,ASFALT
2615001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2615002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2615003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2616001,JASNO,REDEK,SUHO,ASFALT
2617001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2617002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2618001,NEZNANO,NEZNANO,SUHO,ASFALT
2619001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2620001,NEZNANO,NEZNANO,SUHO,ASFALT
2621001,OBLAČNO,REDEK,SUHO,ASFALT
2622001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2622002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2622003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2623001,NEZNANO,NEZNANO,OSTALO,ASFALT
2624001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2624002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2624003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2625001,OBLAČNO,NEZNANO,SUHO,ASFALT
2625002,OBLAČNO,NEZNANO,SUHO,ASFALT
2626001,JASNO,REDEK,SUHO,ASFALT
2627001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2628001,JASNO,NEZNANO,OSTALO,ASFALT
2628002,JASNO,NEZNANO,OSTALO,ASFALT
2629001,JASNO,NEZNANO,OSTALO,MAKADAM
2630001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2630002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2631001,JASNO,NEZNANO,SUHO,ASFALT
2631002,JASNO,NEZNANO,SUHO,ASFALT
2632001,JASNO,REDEK,SUHO,ASFALT
2633001,JASNO,REDEK,SUHO,BETON
2634001,JASNO,NEZNANO,OSTALO,ASFALT
2635001,JASNO,GOST,SUHO,ASFALT
2636001,JASNO,GOST,SUHO,ASFALT
2636002,JASNO,GOST,SUHO,ASFALT
2637001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2637002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2638001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2638002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2639001,JASNO,REDEK,SUHO,ASFALT
2640001,JASNO,REDEK,SUHO,ASFALT
2641001,JASNO,NEZNANO,SUHO,MAKADAM
2642001,JASNO,GOST,SUHO,ASFALT
2642002,JASNO,GOST,SUHO,ASFALT
2643001,JASNO,GOST,SUHO,ASFALT
2644001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2644002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2645001,JASNO,REDEK,SUHO,ASFALT
2645002,JASNO,REDEK,SUHO,ASFALT
2646001,JASNO,GOST,SUHO,ASFALT
2646002,JASNO,GOST,SUHO,ASFALT
2646003,JASNO,GOST,SUHO,ASFALT
2647001,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2647002,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2648001,OBLAČNO,REDEK,SUHO,ASFALT
2649001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2649002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2650001,JASNO,GOST,SUHO,ASFALT
2650002,JASNO,GOST,SUHO,ASFALT
2651001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2651002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2652001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2652002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2653001,JASNO,GOST,SUHO,ASFALT
2654001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2654002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2655001,JASNO,NEZNANO,SUHO,ASFALT
2656001,OBLAČNO,TEKOČ (NORMALEN),POLEDENELO - NEPOSIPANO,OSTALO
2657001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2657002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2658001,JASNO,REDEK,OSTALO,MAKADAM
2659001,DEŽEVNO,NEZNANO,MOKRO,ASFALT
2659002,DEŽEVNO,NEZNANO,MOKRO,ASFALT
2660001,JASNO,GOST,SUHO,ASFALT
2661001,JASNO,REDEK,SUHO,ASFALT
2662001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2663001,JASNO,GOST,SUHO,ASFALT
2663002,JASNO,GOST,SUHO,ASFALT
2664001,OBLAČNO,TEKOČ (NORMALEN),POLEDENELO - NEPOSIPANO,ASFALT
2665001,OBLAČNO,GOST,SUHO,ASFALT
2665002,OBLAČNO,GOST,SUHO,ASFALT
2666001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2666002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2667001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2667002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2668001,JASNO,NEZNANO,SUHO,ASFALT
2669001,NEZNANO,TEKOČ (NORMALEN),SUHO,ASFALT
2669002,NEZNANO,TEKOČ (NORMALEN),SUHO,ASFALT
2670001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2670002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2671001,JASNO,GOST,SUHO,BETON
2671002,JASNO,GOST,SUHO,BETON
2672001,JASNO,NEZNANO,SUHO,ASFALT
2673001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2674001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2674002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2675001,JASNO,REDEK,SUHO,ASFALT
2676001,JASNO,GOST,SUHO,ASFALT
2676002,JASNO,GOST,SUHO,ASFALT
2677001,JASNO,GOST,SUHO,ASFALT
2677002,JASNO,GOST,SUHO,ASFALT
2678001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2678002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2679001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2680001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2680002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2681001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2681002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2682001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2682002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2682003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2683001,JASNO,GOST,SUHO,ASFALT
2683002,JASNO,GOST,SUHO,ASFALT
2684001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2685001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2685002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2686001,JASNO,REDEK,SUHO,ASFALT
2686002,JASNO,REDEK,SUHO,ASFALT
2687001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2687002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2688001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2688002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2689001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2690001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2691001,JASNO,GOST,SUHO,ASFALT
2691002,JASNO,GOST,SUHO,ASFALT
2692001,NEZNANO,KOLONA VOZIL,SUHO,ASFALT
2692002,NEZNANO,KOLONA VOZIL,SUHO,ASFALT
2693001,JASNO,NEZNANO,SUHO,ASFALT
2694001,JASNO,REDEK,SUHO,ASFALT
2695001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
2696001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2697001,NEZNANO,NEZNANO,MOKRO,ASFALT
2698001,JASNO,REDEK,SUHO,ASFALT
2698002,JASNO,REDEK,SUHO,ASFALT
2698003,JASNO,REDEK,SUHO,ASFALT
2699001,NEZNANO,NEZNANO,SUHO,ASFALT
2700001,NEZNANO,NEZNANO,OSTALO,ASFALT
2700002,NEZNANO,NEZNANO,OSTALO,ASFALT
2701001,JASNO,NEZNANO,SUHO,ASFALT
2702001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2702002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2702003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2703001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2703002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2704001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2704002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2705001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2705002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2706001,JASNO,GOST,SUHO,ASFALT
2706002,JASNO,GOST,SUHO,ASFALT
2706003,JASNO,GOST,SUHO,ASFALT
2707001,OBLAČNO,REDEK,SUHO,ASFALT
2707002,OBLAČNO,REDEK,SUHO,ASFALT
2707003,OBLAČNO,REDEK,SUHO,ASFALT
2708001,JASNO,REDEK,SUHO,ASFALT
2709001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2709002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2710001,JASNO,REDEK,SUHO,ASFALT
2710002,JASNO,REDEK,SUHO,ASFALT
2710003,JASNO,REDEK,SUHO,ASFALT
2711001,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2712001,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
2712002,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
2713001,OBLAČNO,REDEK,SUHO,ASFALT
2714001,JASNO,GOST,SUHO,ASFALT
2715001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2715002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2716001,JASNO,REDEK,SUHO,ASFALT
2717001,OBLAČNO,REDEK,SUHO,ASFALT
2718001,JASNO,GOST,SUHO,ASFALT
2718002,JASNO,GOST,SUHO,ASFALT
2719001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2720001,OBLAČNO,NEZNANO,SUHO,ASFALT
2721001,JASNO,REDEK,SUHO,ASFALT
2722001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2722002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2723001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2724001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2724002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2725001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2726001,JASNO,NEZNANO,SUHO,ASFALT
2727001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2728001,JASNO,NEZNANO,SUHO,BETON
2729001,JASNO,GOST,SUHO,ASFALT
2729002,JASNO,GOST,SUHO,ASFALT
2730001,JASNO,TEKOČ (NORMALEN),OSTALO,ASFALT
2730002,JASNO,TEKOČ (NORMALEN),OSTALO,ASFALT
2731001,OBLAČNO,NEZNANO,SUHO,ASFALT
2732001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2732002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2733001,JASNO,GOST,SUHO,ASFALT
2733002,JASNO,GOST,SUHO,ASFALT
2734001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2734002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2735001,NEZNANO,NEZNANO,SUHO,ASFALT
2736001,JASNO,REDEK,SUHO,ASFALT
2736002,JASNO,REDEK,SUHO,ASFALT
2736003,JASNO,REDEK,SUHO,ASFALT
2736004,JASNO,REDEK,SUHO,ASFALT
2737001,OBLAČNO,GOST,SUHO,ASFALT
2737002,OBLAČNO,GOST,SUHO,ASFALT
2738001,JASNO,NEZNANO,SUHO,ASFALT
2739001,OBLAČNO,GOST,SUHO,ASFALT
2739002,OBLAČNO,GOST,SUHO,ASFALT
2740001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2740002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2741001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2742001,JASNO,GOST,SUHO,ASFALT
2742002,JASNO,GOST,SUHO,ASFALT
2743001,JASNO,REDEK,SUHO,ASFALT
2743002,JASNO,REDEK,SUHO,ASFALT
2744001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2744002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2745001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2745002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2746001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2746002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2746003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2746004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2747001,JASNO,GOST,SUHO,ASFALT
2747002,JASNO,GOST,SUHO,ASFALT
2747003,JASNO,GOST,SUHO,ASFALT
2747004,JASNO,GOST,SUHO,ASFALT
2748001,OBLAČNO,REDEK,SUHO,ASFALT
2748002,OBLAČNO,REDEK,SUHO,ASFALT
2749001,JASNO,REDEK,SUHO,ASFALT
2749002,JASNO,REDEK,SUHO,ASFALT
2749003,JASNO,REDEK,SUHO,ASFALT
2750001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2750002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2751001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2751002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2752001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2752002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2753001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2753002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2754001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2754002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2755001,JASNO,REDEK,SUHO,ASFALT
2755002,JASNO,REDEK,SUHO,ASFALT
2756001,JASNO,GOST,SUHO,ASFALT
2756002,JASNO,GOST,SUHO,ASFALT
2756003,JASNO,GOST,SUHO,ASFALT
2757001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2757002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2758001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2759001,OBLAČNO,GOST,SUHO,ASFALT
2759002,OBLAČNO,GOST,SUHO,ASFALT
2759003,OBLAČNO,GOST,SUHO,ASFALT
2760001,OBLAČNO,GOST,SUHO,ASFALT
2760002,OBLAČNO,GOST,SUHO,ASFALT
2761001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2761002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2762001,JASNO,REDEK,SUHO,ASFALT
2762002,JASNO,REDEK,SUHO,ASFALT
2763001,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2763002,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2763003,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2764001,OBLAČNO,REDEK,SUHO,ASFALT
2765001,JASNO,REDEK,SUHO,ASFALT
2765002,JASNO,REDEK,SUHO,ASFALT
2766001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2766002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2767001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2767002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2768001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2769001,JASNO,REDEK,SUHO,ASFALT
2769002,JASNO,REDEK,SUHO,ASFALT
2770001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2770002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2771001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2771002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2772001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2772002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2773001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2773002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2774001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2775001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2775002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2775003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2776001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2776002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2777001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2778001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2778002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2778003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2779001,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
2779002,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
2780001,JASNO,GOST,SUHO,ASFALT
2781001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2782001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2782002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2783001,NEZNANO,NEZNANO,SUHO,ASFALT
2783002,NEZNANO,NEZNANO,SUHO,ASFALT
2784001,JASNO,REDEK,SUHO,ASFALT
2784002,JASNO,REDEK,SUHO,ASFALT
2785001,OBLAČNO,GOST,SUHO,ASFALT
2785002,OBLAČNO,GOST,SUHO,ASFALT
2785003,OBLAČNO,GOST,SUHO,ASFALT
2786001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2787001,JASNO,GOST,SUHO,ASFALT
2787002,JASNO,GOST,SUHO,ASFALT
2788001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2789001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2789002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2790001,JASNO,REDEK,MOKRO,ASFALT
2791001,OBLAČNO,REDEK,SUHO,ASFALT
2792001,JASNO,GOST,SUHO,ASFALT
2792002,JASNO,GOST,SUHO,ASFALT
2793001,JASNO,REDEK,SUHO,ASFALT
2793002,JASNO,REDEK,SUHO,ASFALT
2794001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2794002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2795001,OBLAČNO,REDEK,SUHO,ASFALT
2796001,OBLAČNO,REDEK,OSTALO,MAKADAM
2797001,JASNO,REDEK,SUHO,ASFALT
2798001,OBLAČNO,REDEK,SUHO,ASFALT
2799001,OBLAČNO,GOST,SUHO,ASFALT
2799002,OBLAČNO,GOST,SUHO,ASFALT
2799003,OBLAČNO,GOST,SUHO,ASFALT
2799004,OBLAČNO,GOST,SUHO,ASFALT
2800001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2801001,JASNO,REDEK,SUHO,ASFALT
2801002,JASNO,REDEK,SUHO,ASFALT
2802001,OBLAČNO,REDEK,SUHO,ASFALT
2802002,OBLAČNO,REDEK,SUHO,ASFALT
2803001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2803002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2804001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2805001,JASNO,TEKOČ (NORMALEN),SUHO,TLAKOVANO VOZIŠČE
2806001,JASNO,REDEK,SUHO,ASFALT
2806002,JASNO,REDEK,SUHO,ASFALT
2807001,JASNO,REDEK,SUHO,ASFALT
2808001,OBLAČNO,REDEK,SUHO,ASFALT
2809001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2809002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2809003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2810001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2810002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2810003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2811001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2812001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2812002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2813001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2813002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2814001,OBLAČNO,GOST,SUHO,ASFALT
2814002,OBLAČNO,GOST,SUHO,ASFALT
2815001,OBLAČNO,REDEK,SUHO,MAKADAM
2816001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2817001,JASNO,NEZNANO,SUHO,ASFALT
2818001,JASNO,NEZNANO,SUHO,MAKADAM
2819001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2819002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2820001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2820002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2821001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2822001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2823001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2823002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2824001,OBLAČNO,REDEK,SUHO,ASFALT
2824002,OBLAČNO,REDEK,SUHO,ASFALT
2825001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2825002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2826001,JASNO,REDEK,SUHO,ASFALT
2827001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2827002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2828001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2829001,OBLAČNO,REDEK,SUHO,ASFALT
2829002,OBLAČNO,REDEK,SUHO,ASFALT
2830001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2830002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2830003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2831001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2831002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2832001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2833001,JASNO,REDEK,SUHO,ASFALT
2834001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2834002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2835001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2835002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2836001,OBLAČNO,GOST,SUHO,ASFALT
2836002,OBLAČNO,GOST,SUHO,ASFALT
2837001,JASNO,GOST,SUHO,ASFALT
2838001,JASNO,REDEK,SUHO,ASFALT
2838002,JASNO,REDEK,SUHO,ASFALT
2839001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2840001,JASNO,REDEK,SUHO,ASFALT
2841001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2841002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2841003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2841004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2842001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2842002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2843001,NEZNANO,NEZNANO,SUHO,ASFALT
2844001,JASNO,TEKOČ (NORMALEN),OSTALO,ASFALT
2844002,JASNO,TEKOČ (NORMALEN),OSTALO,ASFALT
2845001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2845002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2846001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2846002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2847001,JASNO,TEKOČ (NORMALEN),SUHO,BETON
2848001,JASNO,GOST,SUHO,ASFALT
2848002,JASNO,GOST,SUHO,ASFALT
2849001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2849002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2849003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2849004,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2850001,JASNO,REDEK,SUHO,ASFALT
2851001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2852001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2852002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2853001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2853002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2854001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2854002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
2855001,OBLAČNO,REDEK,SUHO,ASFALT
2856001,JASNO,TEKOČ (NORMALEN),SUHO,MAKADAM
2857001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
2857002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
